Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2013,2013,t,170961.81,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2013,2013,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2013,2013,t,172037,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2013,2013,kg/ha,10.25,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2013,2013,kg/cap,1.75,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2014,2014,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2014,2014,t,235907.56,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2014,2014,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2014,2014,t,237305,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2014,2014,kg/ha,14,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2014,2014,kg/cap,2.35,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2015,2015,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2015,2015,t,138650.29,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2015,2015,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2015,2015,t,244613,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2015,2015,kg/ha,14.22,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2015,2015,kg/cap,2.36,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2016,2016,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2016,2016,t,154834.27,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2016,2016,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2016,2016,t,347560,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2016,2016,kg/ha,20.02,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2016,2016,kg/cap,3.26,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2017,2017,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2017,2017,t,127491.64,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2017,2017,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2017,2017,t,376626,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2017,2017,kg/ha,21.47,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2017,2017,kg/cap,3.43,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2018,2018,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2018,2018,t,254253.13,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2018,2018,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2018,2018,t,254253,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2018,2018,kg/ha,14.2,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2018,2018,kg/cap,2.26,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2019,2019,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2019,2019,t,349522.47,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2019,2019,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2019,2019,t,349522,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2019,2019,kg/ha,19.22,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2019,2019,kg/cap,3.02,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2020,2020,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2020,2020,t,455512.98,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2020,2020,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2020,2020,t,455513,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2020,2020,kg/ha,24.65,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2020,2020,kg/cap,3.83,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2021,2021,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2021,2021,t,475877.56,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2021,2021,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2021,2021,t,475878,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2021,2021,kg/ha,25.35,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2021,2021,kg/cap,3.9,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3102,Nutrient nitrogen N (total),2022,2022,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3102,Nutrient nitrogen N (total),2022,2022,t,425905.78,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3102,Nutrient nitrogen N (total),2022,2022,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2022,2022,t,425893,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2022,2022,kg/ha,23.07,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3102,Nutrient nitrogen N (total),2022,2022,kg/cap,3.4,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2010,2010,t,167436.61,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2010,2010,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2010,2010,t,162062,A,Official figure
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,10.33,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/cap,1.79,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2011,2011,t,169270.57,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2011,2011,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2011,2011,t,161107,A,Official figure
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,9.87,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/cap,1.73,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2012,2012,t,220284.73,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2012,2012,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2012,2012,t,220310,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,13.36,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/cap,2.3,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2013,2013,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2013,2013,t,110064.46,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2013,2013,t,0.02,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2013,2013,t,110200,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,6.57,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/cap,1.12,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2014,2014,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2014,2014,t,156562.06,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2014,2014,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2014,2014,t,156795,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,9.25,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/cap,1.55,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2015,2015,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2015,2015,t,33137.98,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2015,2015,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2015,2015,t,196585,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,2015,kg/ha,11.43,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2015,2015,kg/cap,1.89,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2016,2016,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2016,2016,t,62971.32,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2016,2016,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2016,2016,t,187525,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2016,2016,kg/ha,10.8,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2016,2016,kg/cap,1.76,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2017,2017,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2017,2017,t,23849.22,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2017,2017,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2017,2017,t,173487,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2017,2017,kg/ha,9.89,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2017,2017,kg/cap,1.58,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2018,2018,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2018,2018,t,11937.72,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2018,2018,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2018,2018,t,11938,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2018,2018,kg/ha,0.67,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2018,2018,kg/cap,0.11,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2019,2019,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2019,2019,t,73692.18,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2019,2019,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2019,2019,t,73692,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2019,2019,kg/ha,4.05,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2019,2019,kg/cap,0.64,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2020,2020,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2020,2020,t,188702.44,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2020,2020,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2020,2020,t,188702,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2020,2020,kg/ha,10.21,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2020,2020,kg/cap,1.59,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2021,2021,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2021,2021,t,208199.91,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2021,2021,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2021,2021,t,208200,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2021,2021,kg/ha,11.09,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2021,2021,kg/cap,1.7,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3103,Nutrient phosphate P2O5 (total),2022,2022,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2022,2022,t,194185.45,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2022,2022,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2022,2022,t,194170,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2022,2022,kg/ha,10.52,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2022,2022,kg/cap,1.55,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2010,2010,t,853.44,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2010,2010,t,43.2,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2011,2011,t,486.08,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2011,2011,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2012,2012,t,268.11,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2012,2012,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2012,2012,t,178,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2012,2012,kg/ha,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2012,2012,kg/cap,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2013,2013,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2013,2013,t,188.69,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2013,2013,t,0.02,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2013,2013,t,250,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2013,2013,kg/ha,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2013,2013,kg/cap,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2014,2014,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2014,2014,t,518.47,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2014,2014,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2014,2014,t,1408,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2014,2014,kg/ha,0.08,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2014,2014,kg/cap,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2015,2015,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2015,2015,t,759.5,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2015,2015,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2015,2015,t,760,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2015,2015,kg/ha,0.04,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2015,2015,kg/cap,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2016,2016,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2016,2016,t,323.98,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2016,2016,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2016,2016,t,324,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2016,2016,kg/ha,0.02,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2016,2016,kg/cap,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2017,2017,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2017,2017,t,1070.04,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2017,2017,t,12.6,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2017,2017,t,1057,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2017,2017,kg/ha,0.06,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2017,2017,kg/cap,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2018,2018,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2018,2018,t,1469.99,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2018,2018,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2018,2018,t,1470,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2018,2018,kg/ha,0.08,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2018,2018,kg/cap,0.01,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2019,2019,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2019,2019,t,2806.25,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2019,2019,t,0,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5157,Agricultural Use,3104,Nutrient potash K2O (total),2019,2019,t,2806,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5159,Use per area of cropland,3104,Nutrient potash K2O (total),2019,2019,kg/ha,0.15,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5172,Use per capita,3104,Nutrient potash K2O (total),2019,2019,kg/cap,0.02,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5510,Production,3104,Nutrient potash K2O (total),2020,2020,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,231,Ethiopia,5610,Import quantity,3104,Nutrient potash K2O (total),2020,2020,t,1728.14,I,Imputed value
RFN,Fertilizers by Nutrient,231,Ethiopia,5910,Export quantity,3104,Nutrient potash K2O (total),2020,2020,t,0,I,Imputed value
