Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2011,2011,3050,FAO TIER 1,kt,54020.462,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2012,2012,3050,FAO TIER 1,kt,53718.892,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2013,2013,3050,FAO TIER 1,kt,53283.921,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2014,2014,3050,FAO TIER 1,kt,52861.6435,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2015,2015,3050,FAO TIER 1,kt,54277.141,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2016,2016,3050,FAO TIER 1,kt,55237.978,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2017,2017,3050,FAO TIER 1,kt,54085.6255,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2018,2018,3050,FAO TIER 1,kt,54313.658,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2019,2019,3050,FAO TIER 1,kt,54836.344,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2020,2020,3050,FAO TIER 1,kt,54742.163,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2021,2021,3050,FAO TIER 1,kt,55339.5525,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2022,2022,3050,FAO TIER 1,kt,55492.8815,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2010,2010,3050,FAO TIER 1,kt,29865.2615,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2011,2011,3050,FAO TIER 1,kt,28606.8295,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2012,2012,3050,FAO TIER 1,kt,28958.564,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2013,2013,3050,FAO TIER 1,kt,28769.9105,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2014,2014,3050,FAO TIER 1,kt,28522.9835,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2015,2015,3050,FAO TIER 1,kt,28767.87,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2016,2016,3050,FAO TIER 1,kt,29018.613,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2017,2017,3050,FAO TIER 1,kt,28564.191,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2018,2018,3050,FAO TIER 1,kt,28552.213,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2019,2019,3050,FAO TIER 1,kt,26390.343,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2020,2020,3050,FAO TIER 1,kt,28294.3945,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2021,2021,3050,FAO TIER 1,kt,29251.6275,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2022,2022,3050,FAO TIER 1,kt,29307.675,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2010,2010,3050,FAO TIER 1,kt,163896.0605,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2011,2011,3050,FAO TIER 1,kt,167167.1145,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2012,2012,3050,FAO TIER 1,kt,169943.3605,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2013,2013,3050,FAO TIER 1,kt,170842.638,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2014,2014,3050,FAO TIER 1,kt,171822.502,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2015,2015,3050,FAO TIER 1,kt,170767.9875,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2016,2016,3050,FAO TIER 1,kt,168529.347,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2017,2017,3050,FAO TIER 1,kt,163830.95,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2018,2018,3050,FAO TIER 1,kt,156072.916,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2019,2019,3050,FAO TIER 1,kt,148279.319,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2020,2020,3050,FAO TIER 1,kt,142825.5395,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2021,2021,3050,FAO TIER 1,kt,139205.772,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2022,2022,3050,FAO TIER 1,kt,135526.5385,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2010,2010,3050,FAO TIER 1,kt,922.7035,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2011,2011,3050,FAO TIER 1,kt,962.7185,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2012,2012,3050,FAO TIER 1,kt,1015.7715,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2013,2013,3050,FAO TIER 1,kt,1077.596,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2014,2014,3050,FAO TIER 1,kt,1155.1615,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2015,2015,3050,FAO TIER 1,kt,1242.5585,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2016,2016,3050,FAO TIER 1,kt,1268.3695,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2017,2017,3050,FAO TIER 1,kt,1337.4815,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2018,2018,3050,FAO TIER 1,kt,1278.413,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2019,2019,3050,FAO TIER 1,kt,1333.798,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2020,2020,3050,FAO TIER 1,kt,1361.04,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2021,2021,3050,FAO TIER 1,kt,1371.693,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2022,2022,3050,FAO TIER 1,kt,1443.614,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2010,2010,3050,FAO TIER 1,kt,117.0736,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2011,2011,3050,FAO TIER 1,kt,120.1452,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2012,2012,3050,FAO TIER 1,kt,163.898,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2013,2013,3050,FAO TIER 1,kt,132.5744,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2014,2014,3050,FAO TIER 1,kt,183.582,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2015,2015,3050,FAO TIER 1,kt,178.1808,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2016,2016,3050,FAO TIER 1,kt,189.798,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2017,2017,3050,FAO TIER 1,kt,208.18,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2018,2018,3050,FAO TIER 1,kt,248.3796,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2019,2019,3050,FAO TIER 1,kt,225.6968,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2020,2020,3050,FAO TIER 1,kt,245.1988,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2021,2021,3050,FAO TIER 1,kt,235.2,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2022,2022,3050,FAO TIER 1,kt,235.2,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2010,2010,3050,FAO TIER 1,kt,296.8411,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2011,2011,3050,FAO TIER 1,kt,300.0279,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2012,2012,3050,FAO TIER 1,kt,308.1055,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2013,2013,3050,FAO TIER 1,kt,308.1363,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2014,2014,3050,FAO TIER 1,kt,313.616,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2015,2015,3050,FAO TIER 1,kt,345.2815,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2016,2016,3050,FAO TIER 1,kt,350.9389,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2017,2017,3050,FAO TIER 1,kt,366.4953,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2018,2018,3050,FAO TIER 1,kt,298.1869,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2019,2019,3050,FAO TIER 1,kt,286.4622,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2020,2020,3050,FAO TIER 1,kt,296.448,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2021,2021,3050,FAO TIER 1,kt,315.9481,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2022,2022,3050,FAO TIER 1,kt,330.4161,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2010,2010,3050,FAO TIER 1,kt,61870.662,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2011,2011,3050,FAO TIER 1,kt,60404.582,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2012,2012,3050,FAO TIER 1,kt,62427.9908,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2013,2013,3050,FAO TIER 1,kt,64606.556,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2014,2014,3050,FAO TIER 1,kt,66900.8676,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2015,2015,3050,FAO TIER 1,kt,68109.7032,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2016,2016,3050,FAO TIER 1,kt,70254.17,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2017,2017,3050,FAO TIER 1,kt,71829.8812,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2018,2018,3050,FAO TIER 1,kt,73012.2512,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2019,2019,3050,FAO TIER 1,kt,79414.8376,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2020,2020,3050,FAO TIER 1,kt,83834.562,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2021,2021,3050,FAO TIER 1,kt,79135.1204,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2022,2022,3050,FAO TIER 1,kt,80561.8156,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2010,2010,3050,FAO TIER 1,kt,2351.3205,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2011,2011,3050,FAO TIER 1,kt,2296.3211,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2012,2012,3050,FAO TIER 1,kt,2375.2401,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2013,2013,3050,FAO TIER 1,kt,2458.4657,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2014,2014,3050,FAO TIER 1,kt,2552.5871,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2015,2015,3050,FAO TIER 1,kt,2609.1806,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2016,2016,3050,FAO TIER 1,kt,2692.0171,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2017,2017,3050,FAO TIER 1,kt,2750.6397,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2018,2018,3050,FAO TIER 1,kt,2847.8204,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2019,2019,3050,FAO TIER 1,kt,3080.0461,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2020,2020,3050,FAO TIER 1,kt,3273.1613,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2021,2021,3050,FAO TIER 1,kt,3063.8646,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2022,2022,3050,FAO TIER 1,kt,3112.7771,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2010,2010,3050,FAO TIER 1,kt,27656.3805,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2011,2011,3050,FAO TIER 1,kt,27024.064,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2012,2012,3050,FAO TIER 1,kt,28007.3995,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2013,2013,3050,FAO TIER 1,kt,29022.853,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2014,2014,3050,FAO TIER 1,kt,30062.1565,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2015,2015,3050,FAO TIER 1,kt,30608.719,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2016,2016,3050,FAO TIER 1,kt,31572.789,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2017,2017,3050,FAO TIER 1,kt,32257.0455,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2018,2018,3050,FAO TIER 1,kt,33032.621,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2019,2019,3050,FAO TIER 1,kt,36152.4925,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2020,2020,3050,FAO TIER 1,kt,38378.307,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2021,2021,3050,FAO TIER 1,kt,35920.697,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2022,2022,3050,FAO TIER 1,kt,36679.7365,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2010,2010,3050,FAO TIER 1,kt,621.425,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2011,2011,3050,FAO TIER 1,kt,610.0035,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2012,2012,3050,FAO TIER 1,kt,627.467,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2013,2013,3050,FAO TIER 1,kt,651.0785,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2014,2014,3050,FAO TIER 1,kt,676.439,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2015,2015,3050,FAO TIER 1,kt,683.1965,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2016,2016,3050,FAO TIER 1,kt,707.868,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2017,2017,3050,FAO TIER 1,kt,718.362,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2018,2018,3050,FAO TIER 1,kt,643.6585,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2019,2019,3050,FAO TIER 1,kt,697.4005,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2020,2020,3050,FAO TIER 1,kt,696.1815,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2021,2021,3050,FAO TIER 1,kt,689.371,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2022,2022,3050,FAO TIER 1,kt,702.886,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2010,2010,3050,FAO TIER 1,kt,861.5415,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2011,2011,3050,FAO TIER 1,kt,856.3475,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2012,2012,3050,FAO TIER 1,kt,1373.283,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2013,2013,3050,FAO TIER 1,kt,949.2565,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2014,2014,3050,FAO TIER 1,kt,1309.365,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2015,2015,3050,FAO TIER 1,kt,1349.698,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2016,2016,3050,FAO TIER 1,kt,1917.7255,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2017,2017,3050,FAO TIER 1,kt,2078.1035,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2018,2018,3050,FAO TIER 1,kt,1402.8835,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2019,2019,3050,FAO TIER 1,kt,1928.564,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2020,2020,3050,FAO TIER 1,kt,2513.366,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2021,2021,3050,FAO TIER 1,kt,2625.7525,E,Estimated value
GT,Emissions totals,231,Ethiopia,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2022,2022,3050,FAO TIER 1,kt,2349.9405,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2010,2010,3050,FAO TIER 1,kt,19885.706,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2011,2011,3050,FAO TIER 1,kt,20929.647,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2012,2012,3050,FAO TIER 1,kt,21171.1945,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2013,2013,3050,FAO TIER 1,kt,21342.57,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2014,2014,3050,FAO TIER 1,kt,21394.2715,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2015,2015,3050,FAO TIER 1,kt,20721.0125,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2016,2016,3050,FAO TIER 1,kt,21543.3605,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2017,2017,3050,FAO TIER 1,kt,22395.733,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2018,2018,3050,FAO TIER 1,kt,22645.0185,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2019,2019,3050,FAO TIER 1,kt,22760.161,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2020,2020,3050,FAO TIER 1,kt,23823.4735,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2021,2021,3050,FAO TIER 1,kt,24641.025,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2022,2022,3050,FAO TIER 1,kt,24571.6745,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2010,2010,3050,FAO TIER 1,kt,126687.5372,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2011,2011,3050,FAO TIER 1,kt,130079.4768,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2012,2012,3050,FAO TIER 1,kt,126367.1416,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2013,2013,3050,FAO TIER 1,kt,130451.7452,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2014,2014,3050,FAO TIER 1,kt,130375.0448,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2015,2015,3050,FAO TIER 1,kt,128569.7168,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2016,2016,3050,FAO TIER 1,kt,130030.4124,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2017,2017,3050,FAO TIER 1,kt,129382.1144,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2018,2018,3050,FAO TIER 1,kt,130512.3064,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2019,2019,3050,FAO TIER 1,kt,129051.7872,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2020,2020,3050,FAO TIER 1,kt,135277.6012,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2021,2021,3050,FAO TIER 1,kt,136784.97,E,Estimated value
GT,Emissions totals,356,India,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2022,2022,3050,FAO TIER 1,kt,137143.552,E,Estimated value
